"held","common","latin","hue","visual","water","aspect","soil","prune","source","peak","order","bench","root","trade","retail","margin","type","shrink","returnRisk","pots","cvs","hardiness","resilience","uses","size","pest","seasonalImpact","growthSpeed","pestRisk","thirst","careLevel","sunNeed","sunMin","toxicity","compliance","hardinessNote","foliage","rootSize","stockForm","pollination","clay"
"0","Sweet William","Dianthus barbatus","340","Upright stems · dense flattened clusters of scented flowers · colours ranging from white and pink to deep crimson","Water during prolonged dry periods","East / South / West","Well-drained, alkaline; Waterlogged winter ground rots it","Deadhead faded flower clusters as required","","May-Jul","","","","","","","","","","","","H7","Very cold tolerant but usually short-lived; may suffer slugs, aphids, rust, mildew or Fusarium","Cottage gardens · bedding · containers · cut flowers · wildlife gardens","0.4-0.6m H × 0.2-0.4m W","","","12","7","8","5","90","70","May cause skin irritation in sensitive people","","Extremely hardy, below -20°C","Evergreen","","","",""
"0","Escallonia 'Gold Brian'","Escallonia 'Gold Brian'","335","Compact evergreen · glossy foliage · clusters of small tubular flowers","Keep moist, not waterlogged","South / West","Any, fertile, well-drained; Shelter from cold winds · avoid wet soil","Prune after flowering; remove overlong shoots and shape as required","","Jun-Aug","","","","","","","","","","","","H5","coastal tolerant once established · reasonably drought tolerant","hedging · screening · shrub borders · coastal gardens · containers","1–1.5 m H × 1–1.5 m W","","","15","5","8","6","80","55","","","Hardy in sheltered UK gardens; foliage damage in severe winters","evergreen","","","",""
"0","BeeMine Lavender Bergamot","Monarda didyma 'Balbeemav'","280","Compact, upright, clump-forming perennial with aromatic green leaves and dense whorled flower heads made up of slender tubular lavender-purple flowers, creating a shaggy crown-like appearance.","Keep consistently moist during active growth, especially during warm or dry weather.","East / South / West","Humus-rich, moist, drained; Drought brings mildew; no winter wet","Deadhead spent flowers to encourage further blooming, then cut stems down to ground level in autumn or leave seed heads for winter structure before cutting back in late winter.","","Jun-Aug","","","","","","","","","","","BeeMine Lavender ('Balbeemav'); compact BeeMine Series cultivar bred for early flowering and strong resistance to powdery mildew.","H5","Notably resistant to powdery mildew compared with many older Monarda cultivars.","Herbaceous borders, cottage gardens, prairie planting, wildlife and pollinator gardens, cut flowers and patio containers.","38–46 cm H × 30–45 cm W","","","13","6","13","6","80","45","","","Hardy in most parts of the UK, tolerating approximately -15 to -10°C when established in suitably drained soil.","Deciduous, aromatic, ovate green leaves carried on upright square stems; forms a compact herbaceous clump.","","","",""
"0","Dwarf mountain pine 'Palmeter'","Pinus mugo 'Palmeter'","85","Slow-growing broad-conical dwarf pine · dense paired green needles · distinctive cream-white tips developing on young needles in winter","Water regularly while establishing; drought tolerant once established","East / South / West","Any, free-draining sandy; Waterlogging kills it; open sun for tips","Little pruning required; shorten new spring candles if size control or denser growth is needed","","Nov-Mar","","","","","","","","","","","'Palmeter' · RHS accepted name 'Pal Maleter'","H7","Very cold hardy, drought tolerant and undemanding once established; possible pine sawfly, scale, tip blight or needle disease","Conifer beds · rock gardens · gravel gardens · winter interest · specimen planting · large containers","1-2m H × 0.6-1.5m W","","","4","6","5","3","100","75","","","Extremely frost hardy and suitable throughout the UK","Evergreen","","","",""
"0","Stonecrop 'Rose Carpet'","Hylotelephium ewersii var. homophyllum 'Rosenteppich'","340","Low trailing succulent stems · rounded grey-green fleshy leaves · domed clusters of rose-pink starry flowers","Water sparingly once established","North / East / South / West","Well-drained, alkaline; Damp heavy ground rots the crown","Cut back old flowering growth after flowering or when dormant","","Aug-Sep","","","","","","","","","","","Rose Carpet ('Rosenteppich')","H6","Highly drought tolerant and hardy; main risks are slugs, vine weevil and rot in wet soil","Rock gardens · containers · edging · gravel gardens · front of borders","0.1-0.15m H × 0.2-0.5m W","","","9","6","3","3","95","60","","","Fully hardy throughout the UK, approximately -20 to -15°C","Deciduous","","","",""
"0","Dianthus Pink Kisses","Dianthus 'Kledg12163'","340","Compact grey-green mound · fragrant double pink flowers · darker crimson-pink petal centres","Water moderately and allow the surface to dry slightly between waterings","East / South / West","Well-drained, alkaline; Heavy winter wet rots the crown","Deadhead regularly to prolong flowering","","May-Sep","","","","","","","","","","","Pink Kisses ('Kledg12163')","H6","Hardy and compact; may suffer slugs, aphids, mildew, rust or Fusarium in unsuitable conditions","Containers · edging · rock gardens · cottage gardens · cut flowers","0.2-0.4m H × 0.2-0.4m W","","","10","7","6","5","95","80","May cause skin irritation; wear gloves if sensitive","Protected cultivar; commercial propagation may require breeder authorisation","Fully hardy throughout the UK, approximately -20 to -15°C","Evergreen","","","",""
"0","Red polyanthus","Primula polyanthus","355","Compact leafy rosette · clusters of rich red flowers held above dark green crinkled foliage","Keep evenly moist and do not allow to dry out during flowering","North / East / South / West","Humus-rich, moist, drained; Hates baking dry and standing water","Deadhead faded flowers and remove damaged leaves","","Jan-Apr","","","","","","","","","","","Red retail selection","H5","Cold hardy but may suffer slugs, vine weevil, aphids, grey mould and primula leaf diseases","Winter bedding · spring containers · edging · cottage gardens","0.1-0.3m H × 0.1-0.3m W","","","10","10","12","5","55","25","Foliage may irritate sensitive skin","","Hardy in most UK gardens, approximately -15 to -10°C","Evergreen","","","",""
"0","Prickly heath mixed","Gaultheria mucronata","340","Dense evergreen foliage · tiny white bell flowers · decorative berries in white, pink, red and wine shades","Keep evenly moist, especially in containers and sunny positions","East / North / West","Moist but drained, acidic; No lime; females need a male to berry","Minimal pruning; remove unwanted suckers to restrict spread","","Sep-Feb","","","","","","","","","","","Mixed berry selections","H6","Very hardy and generally pest-free; may sucker and spread in favourable acidic soil","Autumn containers · winter interest · acid borders · woodland gardens · groundcover","0.5-1.5m H × 0.5-1.5m W","","","8","4","11","6","30","10","Fruit is ornamental and should not be eaten","","Fully hardy throughout the UK, approximately -20 to -15°C","Evergreen","","","",""
"0","Egyptian starcluster Starcluster Mix","Pentas lanceolata Starcluster Mix","330","Compact upright foliage · dense clusters of five-pointed flowers · mixed pink, red, lavender and white shades","Water regularly during warm active growth but allow good drainage","South / West","Fertile, moist, drained; Frost kills it; lift or bin in autumn","Deadhead and pinch shoots to maintain compact branching growth","","Jun-Oct","","","","","","","","","","","Starcluster Mix","H1b","Heat tolerant and long flowering but unsuitable for overwintering outdoors in the UK","Summer containers · conservatories · warm patios · pollinator displays","0.25-0.6m H × 0.25-0.5m W","","","15","8","12","9","95","75","","","Tender tropical plant requiring temperatures generally above 10°C","Evergreen","","","",""
"0","Hardy Fuchsia Alice Hoffman","Fuchsia 'Alice Hoffman'","340","Small, upright, bushy hardy fuchsia with bronze-green foliage tinged purple and abundant small semi-double flowers combining rose-pink outer parts with white, pink-veined petals.","Keep reasonably moist during active growth, particularly while flowering and when grown in containers, but allow excess water to drain freely.","East / South / West","Fertile, moist, drained; Avoid winter wet and cold drying winds","Prune in spring once new growth begins, removing dead or frost-damaged stems and cutting established shoots back to strong healthy buds as required.","","Jun-Oct","","","","","","","","","","","Alice Hoffman; compact semi-double hardy fuchsia cultivar.","H4","Reliable hardy fuchsia capable of returning from the base after winter damage, though severe frost and exposed container culture increase risk.","Flower borders, cottage gardens, courtyard planting, edging and patio containers.","50–60 cm H × 40–60 cm W","","","11","10","12","7","70","35","","","Hardy through most of the UK to roughly -10 to -5°C when established. Plant slightly deeper, mulch the root area in winter and provide shelter in colder gardens.","Deciduous bronze-green leaves with purple tinges on a compact bushy framework.","","","",""
"0","Desperados Japanese Barberry","Berberis thunbergii 'Desperados'","25","Dense, compact, broadly rounded deciduous shrub with thorny branching and unusually vivid colour-changing foliage. Small pale yellow flowers tinged red are followed by bright red berries.","Water regularly during establishment.","East / South / West","Any soil, well-drained; Dislikes waterlogging; spines injure","Little pruning is required. Remove misplaced, damaged or congested shoots and trim hedging after flowering if necessary.","","Mar-Nov","","","","","","","","","","","Neon Series; compact Polish cultivar introduced commercially in 2021.","H7","Very cold hardy, adaptable to a wide range of soils and relatively tolerant once established.","Shrub borders, colourful foliage schemes, low hedging, urban planting, wildlife gardens and containers.","60–80 cm H × 60–80 cm W","","","8","6","7","4","85","45","Berries are ornamental and should not be eaten. Stems are thorny, so wear gloves when handling or pruning.","","Extremely hardy and suitable for even very cold UK gardens.","Deciduous oval leaves with striking seasonal colour changes from orange and red to green and finally orange-red.","","","",""
"0","Alpha White Bushy Aster","Symphyotrichum dumosum 'Alpha White'","0","Compact, rounded and densely branched perennial producing masses of small white daisy-like flowers with bright yellow centres above fresh green foliage.","Water regularly while establishing and during prolonged dry weather.","East / South / West","Fertile, moist, drained; Winter wet; poor airflow brings mildew","Deadhead to keep plants tidy if required, then cut old stems down to near ground level after flowering or in late winter.","","Aug-Sep","","","","","","","","","","","Alpha White; compact white-flowered selection commonly sold within the Alpha range.","H6","Reliable hardy perennial with strong late-season flowering and good cold tolerance.","Front of borders, cottage gardens, containers, mixed perennial displays and late-season pollinator planting.","30–40 cm H × 30–40 cm W","","","12","6","10","5","80","45","","","Fully hardy through UK winters in well-drained soil, dying back before returning from the crown in spring.","Dense fresh to dark green herbaceous foliage, dying back during winter.","","","",""
"0","Pansy Rose Blotch","Viola × wittrockiana 'Rose Blotch'","335","Compact, mound-forming bedding pansy carrying broad, overlapping rose-pink flowers marked by a dark face or blotch around the flower centre.","Keep evenly moist but not saturated, watering more frequently in containers and during dry flowering periods.","East / South / West","Fertile, humus-rich, moist; Wet compost rots it; hates summer heat","Deadhead regularly to prolong flowering and trim back tired or leggy growth when necessary.","","Sep-May","","","","","","","","","","","Rose Blotch colour selection; commercial Matrix Rose Blotch also exists, but the supplied label does not identify the series.","H6","Excellent cool-season bedding performance and tolerant of frost; less resilient in sustained summer heat.","Bedding, borders, edging, window boxes, patio containers, baskets and seasonal displays.","15–20 cm H × 20–25 cm W","","","14","9","11","5","75","40","","","Very cold tolerant as a bedding pansy, although prolonged severe weather, saturated soil and exposed containers can still cause losses.","Compact green to dark green, scalloped foliage forming a low mound; usually semi-evergreen in mild conditions.","","","",""
"0","Globe Amaranth","Gomphrena globosa","315","Bushy annual with upright wiry stems, softly hairy green leaves and distinctive rounded, clover-like flower heads formed from papery coloured bracts.","Water regularly while establishing, then moderately.","South / West","Fertile, free-draining; Cold wet soil rots it; frost kills it","No formal pruning required. Deadhead or regularly cut flower stems to encourage continued flowering.","","Jul-Oct","","","","","","","","","","","Species supplied without a named cultivar.","H2","Very tolerant of summer heat and increasingly drought tolerant once established, but killed by frost.","Summer bedding, sunny borders, containers, pollinator planting, fresh cut flowers and everlasting dried flowers.","30–50 cm H × 20–30 cm W","","","14","4","8","5","95","80","","","Tender to frost in the UK and normally grown as a half-hardy annual.","herbaceous; green, opposite, oblong leaves, often softly hairy, on a bushy annual plant.","","","",""
"0","Wintersweet","Chimonanthus praecox","50","Bare winter branches studded with waxy translucent yellow flowers · dark purple-red flower centres · intense sweet fragrance","Water during establishment and prolonged dry periods","East / South","Any, moist but drained; Needs a warm sheltered wall to flower","Minimal pruning; remove damaged or misplaced shoots after flowering","","Dec-Feb","","","","","","","","","","","Species form. Notable selections include 'Luteus' and 'Grandiflorus', but the supplied plant is Chimonanthus praecox without a named cultivar.","H5","Generally pest-free and hardy once established; honey fungus is an occasional disease risk","Winter gardens · fragrant gardens · wall-side borders · specimen shrubs","2.5-4m H × 1.5-2.5m W","","","7","3","7","6","95","75","Seeds and other plant material should not be eaten","","Hardy in most UK gardens, approximately -15 to -10°C","Deciduous","","","",""
"0","Deutzia 'Mont Rose'","Deutzia × hybrida 'Mont Rose'","340","Arching deciduous shrub · abundant blush rose-pink flowers · fresh green foliage","Water regularly during establishment and prolonged dry weather","East / South / West","Fertile, moist, drained; Deep shade and wet feet both cost you","Immediately after flowering remove around one third of older flowered stems to encourage replacement growth","","May-Jun","","","","","","","","","","","'Mont Rose'","H5","Reliable and easy to grow in ordinary garden soil with relatively few serious problems","Shrub borders · cottage gardens · informal hedging · mixed planting","1.5-2m H × 1.5-2m W","","","11","4","8","4","80","45","","","Hardy in most UK gardens, approximately -15 to -10°C","Deciduous","","","",""
"0","Double Bedding Daisy","Bellis perennis","0","Double pompon daisies in pink, red or white · compact rosettes · spring colour","Keep evenly moist; water containers when the surface begins to dry.","Any aspect","Moist, well-drained; Avoid waterlogging","Deadhead to prolong flowering; cut back after flowering.","","Mar-Jun","","","","","","","","","","","'Tasso' – compact pompon flowers · 'Pomponette' – small quilled doubles · Bellissima Series – larger double pompons","H5","Generally pest-free; rust can occur; established plants tolerate cold conditions well.","Autumn and spring bedding · edging · containers · window boxes","10-15 cm H × 10-15 cm W","","","14","3","10","5","75","45","Edible petals are used as garnish, but eating large amounts of the plant may cause stomach upset; children and pets should not eat nursery-grown bedding plants.","","Hardy in most places throughout the UK, approximately -15 to -10°C.","evergreen; compact rosettes of spoon-shaped dark green leaves","","","",""
"0","Panicled Hydrangea 'Switch Ophelia'","Hydrangea paniculata 'Breg14'","340","Lacy white blooms turn rose then deep pink · exceptionally compact · long flowering","Water regularly, especially in sun and containers; do not allow the rootball to dry out.","Any aspect","Moist, well-drained; Sun needs reliably moist soil","In spring cut last year's stems back to a pair of healthy buds.","","Jun-Oct","","","","","","","","","","","This plant: 'Breg14' = (S)WITCH 'Ophelia' / POLESTAR · 'Little Lime' – compact green-white · 'Limelight' – larger lime-white panicles","H5","Hardy and reliable; may get aphids, capsid bug, hydrangea scale, vine weevil, leaf spot, mildew or Botrytis.","Patio containers · small gardens · front of borders · courtyards · cut flowers","50 cm H × 50 cm W","","","10","8","14","7","72","40","Plant material is harmful if eaten and may cause stomach upset; dogs and cats are at risk. Handling may trigger skin allergy, so wear gloves.","PBR protected: 'Breg14', CPVO EU52722; commercial propagation requires permission. UK plant passport rules apply to professional movement.","Hardy in most places throughout the UK, approximately -15 to -10°C.","deciduous; broadly oval, coarsely toothed green leaves","","","",""
"1","Common lilac","Syringa vulgaris","275","Fragrant lilac-purple panicles · heart-shaped green leaves · suckering shrub","Moderate; water in dry spells","Any aspect","Moist, well-drained; Avoid acidic or waterlogged soil","Prune immediately after flowering only if needed","","May-Jun","","","","","","","","","","","","H6","cold hardy · chalk tolerant","specimen · screening · cut flowers · cottage gardens","4–8 m H × 4–8 m W","","","9","12","9","6","92","72","","","Hardy through a very cold UK winter, withstanding -20 to -15C.","deciduous","","","",""
"1","Early Stachyurus","Stachyurus praecox","55","Drooping chains of pale yellow-green bells hang from bare red-purple shoots","Moderate; water during dry spells","East / South / West","Moist, well-drained; Shelter from cold drying winds","Prune minimally after flowering if required","","Feb-Apr","","","","","","","","","","","syn. Stachyurus japonicus","H5","generally pest free · woodland-edge suitable","woodland gardens · winter interest · shrub borders","2.5–4 m H × 1.5–2.5 m W","","","7","3","10","5","55","30","","","Hardy through a cold UK winter, withstanding -15 to -10C.","","","","",""
"1","Clematis 'Purpurea Plena Elegans'","Clematis viticella 'Purpurea Plena Elegans'","290","Double dusky purple-mauve flowers · summer/autumn","Moist, well-drained","Any aspect","Fertile, well-drained","Group 3: hard prune Feb","","Jul-Sep","","","","","","","","","","2L, 3L","Purpurea Plena Elegans","H5","Very reliable","Trellis, obelisks, through shrubs","1.5–2.5 m H × 0.5–1 m W","","","","","","","65","40","","","Hardy through a cold UK winter, withstanding -15 to -10C.","","","","",""
"1","Clematis montana var. rubens","Clematis montana var. rubens","315","Masses of pink-tinged flowers, bronze young foliage · late spring","Moist, well-drained","Any aspect","Fertile, well-drained","After flowering, can be hard pruned","","May-Jun","","","","","","","","","","2L, 3L","Rubens, Tetrarose","H5","Very vigorous","Walls, trees, large structures","8–12 m H × 4–8 m W","","","","","","","65","30","","","Hardy through a cold UK winter, withstanding -15 to -10C.","","","","",""
"1","Evergreen Clematis","Clematis armandii","200","Glossy evergreen leaves, fragrant white star flowers · early spring","Moist, well-drained","Sheltered S / W","Fertile, well-drained","After flowering if needed","","Mar-Apr","","","","","","","","","","3L, 5L","Apple Blossom, Snowdrift","H4","Good in sheltered spot","Walls, pergolas, evergreen screen","4–8 m H × 1.5–2.5 m W","","","","","","","75","45","","","Hardy through an average UK winter, withstanding -10 to -5C.","evergreen","","","",""
"1","Russian Vine","Fallopia baldschuanica","220","Vigorous twiner, frothy white flower sprays · summer/autumn","Any well-drained","Any aspect","Any, even poor","Hard prune to control","","Jul-Oct","","","","","","","","","","2L, 3L","","H5","Extremely vigorous - needs space","Covering ugly structures, quick screen","8–12 m H × 4–8 m W","","","","","","","70","35","","","Hardy through a cold UK winter, withstanding -15 to -10C.","","","","",""
"1","Vial's primrose","Primula vialii","278","Distinctive rosette-forming herbaceous perennial with upright, softly hairy, spear-shaped pale green leaves and erect flower stems topped by narrow conical spikes. The flowers open progressively from the base as vivid lilac to pinkish-purple blooms beneath a striking cap of unopened crimson-red buds, creating a miniature red-hot-poker effect.","Keep consistently moist through the growing season; water in dry spells and never let it dry out for long. Sun is only safe where moisture is reliable.","Best in partial shade on a sheltered north-, east- or west-facing aspect. It tolerates brighter and even sunny positions in cool conditions provided the soil remains consistently moist.","Deep humus-rich loam, acid; Avoid winter waterlogging","Cut spent flowering stems back after flowering. Remove dead foliage as it collapses, and divide established clumps after flowering where rejuvenation or propagation is required.","","Jun-Aug","","","","","","","","","","","","H5","Cold-hardy but somewhat less persistent than its hardiness rating suggests. Often relatively short-lived in cultivation and performs best where summers remain cool and the soil stays moist without becoming waterlogged in winter. It may self-seed where conditions suit it.","Excellent for damp woodland borders, shady herbaceous borders, pond and stream margins, moist rock gardens and mass planting.","0.4-0.6m H × 0.2-0.3m W","","","10","8","16","10","45","25","No known hazard to humans is reported by Kew.","","RHS rates Primula vialii H5, hardy in most places throughout the UK even in severe winters, approximately -15 to -10C. The foliage dies back in autumn and fresh growth emerges from the crown in spring.","deciduous","","","",""
"1","Stag's Horn Sumach","Rhus typhina","15","Velvety antler-like stems · pinnate leaves firing scarlet · crimson fruit cones","Water while young; drought tolerant once rooted","South / West","Any well-drained soil; Suckers surface metres from the plant","Little needed · remove suckers at their point of origin","","Sep-Nov","","","","","","","","","","","","H6","extremely tough · suckers freely · sap may irritate skin","autumn colour · large borders · banks · wildlife planting","4-8m H × 4-8m+ W","","","17","4","8","12","95","75","Sap may irritate sensitive skin. Wear gloves when pruning or handling cut stems.","","Very hardy throughout the UK, tolerating severe winter cold once established.","deciduous","","","",""
"1","Rodgersia 'Bronze Peacock'","Rodgersia 'Bronze Peacock'","20","Glossy veined leaflets open bronze-red · airy pink flower sprays on red stems","Keep the root zone damp right through summer","Any aspect","Deep, fertile clay or loam; Hot dry sites scorch the big leaves","Cut spent flower stems · clear collapsed leaves in autumn","","May-Aug","","","","","","","","","","","Bronze Peacock","H6","long-lived where the ground stays wet · poor in drought","damp borders · pond margins · woodland edge · bog gardens","0.5-1m H × 0.5-1m W","","","10","8","18","8","55","30","","","Fully hardy through the UK once established; foliage dies down in winter while the crown remains dormant below ground.","deciduous","","","",""
"1","Yellow Azalea","Rhododendron luteum","55","Brilliant yellow funnel flowers with a powerful sweet scent · orange autumn leaves","Even moisture; rainwater where the tap runs hard","Any aspect","Humus-rich, acidic; Ericaceous — chalk causes chlorosis","Little needed · remove dead wood after flowering","","May-Jun","","","","","","","","","","","","H6","Hardy and vigorous in suitable acidic soil and capable of naturalising where conditions suit it, which is also the reason containment is important.","contained acid borders · woodland gardens · spring fragrance","2.5-4m H × 2.5-4m W","","","12","9","13","11","65","35","All parts are poisonous if eaten and are potentially dangerous to people, pets and livestock.","Listed in Schedule 9 Part II of the Wildlife and Countryside Act 1981 in England and Wales. Do not plant or otherwise cause this species to grow in the wild, and prevent garden material from escaping into natural habitats.","Very hardy through the UK once established.","deciduous","","","",""
"1","Chusan Palm","Trachycarpus fortunei","110","Fibre-wrapped trunk · crown of big fan leaves · yellow sprays on mature plants","Regular while young; fairly drought tolerant after","East / South / West","Fertile, well-drained; Wind shreds the leaves — shelter it","Cut fully brown fronds cleanly close to the trunk","","Jan-Dec","","","","","","","","","","","","H5","hardiest common palm · takes about -15°C once established","exotic gardens · architectural specimens · urban courtyards","12m+ H × 1.5-2.5m W","","","7","4","9","7","75","40","","","One of the most reliably hardy palms for UK gardens and capable of tolerating around -15°C or below in a sheltered position once established.","evergreen","","","",""
"1","Honey Bush","Melianthus major","185","Long blue-grey pinnate leaves with sharply toothed leaflets · maroon flower spikes","Water in growth, keep much drier through winter","South / West","Fertile, sharply drained; Cold wet ground is what kills it","Cut frost-damaged stems in spring · may be cut hard","","Apr-Aug","","","","","","","","","","","","H3","fast in warmth · top growth frost-tender · not edible","exotic borders · gravel gardens · large containers","1.5-2.5m H × 1.5-2.5m W","","","13","5","12","11","95","75","Do not eat. Melianthus contains potentially toxic compounds and should be treated as an ornamental plant rather than an edible one.","","Top growth is vulnerable in cold UK winters. Established crowns often reshoot after moderate frost in sheltered gardens but require protection in colder areas.","semi-evergreen","","","",""
"1","Silver Spear","Astelia chathamica","170","Arching sword-shaped leaves with a metallic silver sheen · orange berries on females","Evenly damp, with free drainage at the crown","Any aspect","Fertile, humus-rich; Wet crowns rot in cold winters","Pull damaged leaves out at the base · never shear the clump","","Jan-Dec","","","","","","","","","","","","H3","excellent on mild coasts · frost and cold wind damage it","coastal gardens · containers · silver-foliage schemes","1-1.5m H × 0.5-1m W","","","7","3","14","10","65","35","","","Best suited to mild or sheltered UK gardens. Severe frost and cold drying winds can damage or kill exposed foliage.","evergreen","","","",""
"1","Dragon Head Bamboo","Fargesia rufa","105","Dense slender culms and narrow fresh-green leaves in an arching fountain","Regular water; containers need it constantly","Any aspect","Fertile, humus-rich loam; Clump-forming, but it still widens","Cut weak and dead culms at ground level · thin old clumps","","Jan-Dec","","","","","","","","","","","","H5","hardy and non-running · leaves roll in drought and wind","screening · hedging · containers · evergreen structure","2.5-4m H × 1-1.5m W","","","12","4","14","6","60","35","","","Hardy across most UK gardens and substantially more cold tolerant than many ornamental bamboos.","evergreen","","","",""
"1","Tamarisk 'Pink Cascade'","Tamarix ramosissima 'Pink Cascade'","335","Arching branches of tiny grey-green scales under a haze of feathery pink plumes","Water while young; drought tolerant once rooted","South / West","Clay, loam or sand; Avoid shallow chalk and wet ground","Prune in early spring — it flowers on the current year's growth","","Aug-Oct","","","","","","","","","","","Pink Cascade","H5","outstanding wind, salt and drought tolerance","coastal planting · exposed sunny gardens · late-summer colour","4-8m H × 4-8m W","","","14","4","6","7","100","85","","","Hardy through most of the UK, though young growth benefits from some protection from very cold drying winds inland.","deciduous","","","",""
"1","Pieris 'Forest Flame'","Pieris 'Forest Flame'","5","Scarlet new foliage fading through pink and cream · drooping white flower chains","Even moisture; rainwater where the tap runs hard","Any aspect","Humus-rich, acidic; Ericaceous — no chalk; shelter buds","Little needed · remove spent flowers and damaged shoots","","Mar-May","","","","","","","","","","","Forest Flame","H5","hardy in acid ground · lacebug and chlorosis are the risks · harmful if eaten","ericaceous borders · woodland gardens · containers","1.5-2.5m H × 1.5-2.5m W","","","6","11","12","10","55","35","All parts are harmful if eaten and potentially toxic to people and animals.","","Hardy across most of the UK, although young plants and fresh spring growth can be damaged in exposed frosty positions.","evergreen","","","",""
"1","Skimmia 'Rubella'","Skimmia japonica 'Rubella'","350","Deep red flower buds held all winter over glossy leaves · fragrant cream flowers","Keep evenly damp; never let pots dry out","North / East","Humus-rich, acid-neutral; Alkaline ground and hot sun yellow it","Little needed · remove damaged growth after flowering","","Nov-Apr","","","","","","","","","","","Rubella","H5","reliable in shade and containers · male clone, so no berries","winter containers · shaded borders · entrance planting","1-1.5m H × 1-1.5m W","","","5","7","13","7","35","15","Ornamental plant; do not eat any plant material.","","Hardy throughout most of the UK in a sheltered garden position.","evergreen","","","",""
"1","Black Elder 'Black Lace'","Sambucus nigra f. porphyrophylla 'Eva'","300","Finely dissected purple-black lace foliage · pink flower heads · dark berries","Water while young; adaptable once rooted","East / South / West","Most ordinary garden soils; Rich ground makes it very vigorous","Coppice hard in spring for foliage · lighter for flower and fruit","","May-Aug","","","","","","","","","","","Eva","H6","fast and adaptable · leaves, stems and unripe fruit are harmful","dark foliage contrast · mixed borders · wildlife planting","2.5-4m H × 2.5-4m W","","","18","5","10","7","80","40","Leaves, stems and unripe fruit contain potentially harmful cyanogenic compounds. Flowers and properly prepared ripe berries are the traditionally used edible parts.","","Very hardy throughout the UK.","deciduous","","","",""
"1","Dwarf Lilac 'Palibin'","Syringa meyeri 'Palibin'","285","Compact rounded bush carrying masses of fragrant lilac-pink panicles","Water while young and through long dry spells","South / West","Fertile, neutral-alkaline; Avoid wet ground and poor acid soil","Deadhead and shape straight after flowering, never later","","May-Jun","","","","","","","","","","","Palibin","H5","compact, hardy and easy · good on chalk and in towns","containers · small gardens · scent · low informal hedges","1-1.5m H × 1-1.5m W","","","6","8","10","5","95","80","","","Hardy through most UK gardens.","deciduous","","","",""
"1","Daphne 'Jacqueline Postill'","Daphne bholua 'Jacqueline Postill'","325","Intensely fragrant pink and white flower clusters in the depths of winter","Evenly damp; never waterlogged at the root","Any aspect","Fertile, humus-rich; Hates root disturbance — site it once","Barely prune · make essential cuts straight after flowering","","Jan-Mar","","","","","","","","","","","Jacqueline Postill","H4","long-lived if left alone · all parts harmful, berries worst","winter scent · entrances and paths · sheltered borders","1.5-2.5m H × 1-1.5m W","","","5","5","11","10","65","35","All parts are harmful if eaten, with the berries particularly dangerous. Sap may also irritate skin.","","Generally hardy in sheltered UK gardens but flower buds and evergreen foliage can be damaged by severe cold or exposure.","evergreen","","","",""
"1","Christmas Box","Sarcococca confusa","105","Tiny cream winter flowers with an extraordinary scent · glossy leaves · black berries","Water while young; tolerates dry shade after","North / East","Humus-rich, well-drained; Dry root-filled ground needs help","Little needed · trim or thin after flowering","","Dec-Mar","","","","","","","","","","","","H5","outstanding in dry shade · very low maintenance · berries not edible","dry shade · winter fragrance · shaded containers · doorways","1-1.5m H × 1-1.5m W","","","6","4","8","4","25","5","Berries are ornamental and should not be treated as edible.","","Hardy throughout most of the UK.","evergreen","","","",""
"1","Flowering Quince 'Crimson and Gold'","Chaenomeles × superba 'Crimson and Gold'","355","Crimson flowers with golden stamens on bare early branches · aromatic fruit","Water while young; copes with dry spells after","East / South / West","Chalk, clay, loam or sand; Thorny — keep it off narrow paths","Shorten side shoots after flowering · excellent wall-trained","","Feb-Apr","","","","","","","","","","","Crimson and Gold","H6","extremely tough · takes pruning · fruit cooks for preserves","wall training · hedging · thorny boundaries · preserves","1-1.5m H × 1.5-2.5m W","","","11","6","8","5","75","35","The hard aromatic fruit is commonly cooked for preserves; avoid eating the seeds.","","Very hardy throughout the UK.","deciduous","","","",""
"1","Beauty Bush 'Pink Cloud'","Kolkwitzia amabilis 'Pink Cloud'","335","Arching stems smothered in soft pink bells with yellow-marked throats","Water while young; little needed once rooted","East / South / West","Most well-drained soils; Needs width — do not clip it tight","Take some of the oldest flowered stems out after flowering","","May-Jun","","","","","","","","","","","Pink Cloud","H6","robust and easy · few demands once established","large shrub borders · cottage gardens · informal screens","1.5-2.5m H × 2.5-4m W","","","12","4","9","5","75","40","","","Very hardy in UK gardens.","deciduous","","","",""
"1","Deutzia 'Nikko'","Deutzia gracilis 'Nikko'","105","Low spreading mound smothered in small white starry flowers · purplish autumn tints","Water while young and through dry spells","East / South / West","Chalk, clay, loam or sand; Avoid waterlogged and very dry sites","Prune straight after flowering · thin old shoots at the base","","May-Jun","","","","","","","","","","","Nikko","H6","dependable, hardy and trouble-free","front of borders · small gardens · containers","0.5-1m H × 1-1.5m W","","","9","4","9","4","70","35","","","Very hardy throughout the UK.","deciduous","","","",""
